capture_timestamp,payer_zip,payer_state,payer_country,payee_zip,payee_state,payee_country
1412122477,52531,IA,US,50049,IA,US
1412122477,E6K1W3,NB,CA,T0B3S0,AB,CA
1412122478,90620,CA,US,73135,OK,US
1412122478,33761,FL,US,NULL,NULL,NULL
1412122479,77047,TX,US,77396,TX,US
1412122481,35987,AL,US,22102,VA,US
1412122486,44212,OH,US,22102,VA,US
1412122506,96367,,US,96746,HI,US
1412122507,43017,OH,US,1880,MA,US
1412122507,10901,NY,US,27608,NC,US
1412122509,70301,LA,US,70301,LA,US
1412122516,3909,ME,US,4090,ME,US
1412122519,60638,IL,US,60631,IL,US
1412122519,12543,NY,US,12543,NY,US
1412122519,6074,CT,US,6403,CT,US
1412122519,93456,CA,US,31709,GA,US
1412122520,98021,WA,US,98030,WA,US
1412122520,55374,MN,US,55080,MN,US
1412122521,2461,MA,US,2459,MA,US
1412122521,93455,CA,US,93455,CA,US
1412122522,23508,VA,US,23454,VA,US
1412122523,98831,WA,US,98817,WA,US
1412122524,30329,GA,US,20740,MD,US
1412122524,98258,WA,US,98258,WA,US
1412122524,70301,LA,US,70301,LA,US
1412122526,96367,,US,55313,MN,US
1412122526,53217,,US,53074,WI,US
1412122527,77904,TX,US,78414,TX,US
1412122529,92592,,US,90620,CA,US
1412122530,6606,CT,US,6401,CT,US
1412122533,21204,MD,US,22102,VA,US
1412122533,78418,TX,US,NULL,NULL,NULL
1412122534,78040,TX,US,22102,VA,US
1412122534,45440,OH,US,NULL,NULL,NULL
1412122534,1880,MA,US,1867,MA,US
1412122535,34420,FL,US,34488,FL,US
1412122538,60010,FL,US,20817,MD,US
1412122538,98199,WA,US,98104,WA,US
1412122539,82604,WY,US,82601,WY,US
1412122540,98632,WA,US,98626,WA,US
1412122541,10986,NY,US,12942,NY,US
1412122543,75089,TX,US,22102,VA,US
1412122546,50211,IA,US,22102,VA,US
1412122566,28348,NC,US,33702,FL,US
1412122566,44126,OH,US,44149,OH,US
1412122566,40299,KY,US,4572,ME,US
1412122566,11772,NY,US,11710,NY,US
1412122567,L5M6G4,ON,CA,46256,IN,US
1412122567,36695,,US,36064,AL,US
1412122568,23692,VA,US,23001,VA,US
1412122570,6370,CT,US,6333,CT,US
1412122572,80524,,US,92584,CA,US
1412122574,11201,NY,US,48067,MI,US
1412122574,11542,NY,US,48067,MI,US
1412122574,60099,IL,US,60639,IL,US
1412122574,11697,NY,US,37211,TN,US
1412122575,65301,MO,US,53219,WI,US
1412122575,6831,CT,US,NULL,NULL,NULL
1412122575,11566,NY,US,13676,NY,US
1412122577,1529,MA,US,2896,RI,US
1412122577,70302,LA,US,70301,LA,US
1412122578,14548,,US,12148,NY,US
1412122578,60423,IL,US,32034,FL,US
1412122579,30014,GA,US,98557,WA,US
1412122579,84337,UT,US,84302,UT,US
1412122579,7740,NJ,US,8401,NJ,US
1412122580,2170,nsw,AU,60615,IL,US
1412122581,1331,,US,1035,MA,US
1412122581,2302,MA,US,2301,MA,US
1412122583,34291,FL,US,43026,OH,US
1412122586,75979,TX,US,77351,TX,US
1412122586,49101,,US,49085,MI,US
1412122586,65802,MO,US,8201,NJ,US
1412122587,S4X1S6,SK,CA,52402,IA,US
1412122588,48130,MI,US,43221,OH,US
1412122589,92261,,US,2562,MA,US
1412122590,36695,,US,55313,MN,US
1412122591,92407,CA,US,92276,CA,US
1412122592,20705,,US,20906,MD,US
1412122593,48066,MI,US,33853,FL,US
1412122596,60559,,US,45231,OH,US
1412122601,42366,KY,US,22102,VA,US
1412122602,80102,CO,US,22102,VA,US
1412122625,45030,OH,US,45251,OH,US
1412122625,77079,TX,US,76266,TX,US
1412122625,60123,IL,US,60177,IL,US
1412122625,27707,NC,US,27703,NC,US
1412122625,44906,OH,US,45251,OH,US
1412122626,43228,OH,US,44212,OH,US
1412122628,20148,,US,20742,MD,US
1412122628,2026,MA,US,2131,MA,US
1412122628,10021,NY,US,10603,NY,US
1412122628,33436,FL,US,27608,NC,US
1412122632,70184,LA,US,70072,LA,US
1412122634,23112,VA,US,28314,NC,US
1412122635,27101,,US,27101,NC,US
1412122636,95670,CA,US,95959,CA,US
1412122636,2155,,US,1902,MA,US
1412122637,T4R1Y1,AB,CA,30058,GA,US
1412122637,8204,NJ,US,8251,NJ,US
1412122637,24012,VA,US,24422,VA,US
1412122638,92782,,US,78681,TX,US
1412122639,49341,MI,US,92230,CA,US
1412122640,70507,LA,US,55349,MN,US
1412122640,11756,NY,US,11232,NY,US
1412122641,94539,CA,US,95148,CA,US
1412122642,98532,WA,US,98564,WA,US
1412122642,21784,MD,US,21784,MD,US
1412122643,32226,FL,US,22102,VA,US
1412122643,6413,CT,US,6437,CT,US
1412122644,33322,,US,57342,SD,US
1412122645,24503,VA,US,24502,VA,US
1412122646,85544,AZ,US,93003,CA,US
1412122647,97504,OR,US,95630,CA,US
1412122647,75114,TX,US,NULL,NULL,NULL
1412122648,25007,WV,US,23322,VA,US
1412122648,61240,IL,US,61240,IL,US
1412122651,19530,PA,US,28546,NC,US
1412122651,62521,MI,US,48601,MI,US
1412122652,14005,NY,US,27407,NC,US
1412122653,98005,,US,93711,CA,US
1412122654,11201,NY,US,33432,FL,US
1412122655,90047,CA,US,30228,GA,US
1412122685,21037,MD,US,21403,MD,US
1412122685,70301,LA,US,70301,LA,US
1412122685,68136,NE,US,54113,WI,US
1412122685,19438,,US,19438,PA,US
1412122686,53089,,US,35226,AL,US
1412122686,83145,Sonora,MX,85086,AZ,US
1412122688,11219,NY,US,11214,NY,US
1412122689,R3C1N7,MB,CA,R2C3J3,MB,CA
1412122693,21780,MD,US,48067,MI,US
1412122693,52563,IA,US,59330,MT,US
1412122693,6405,CT,US,48067,MI,US
1412122694,2906,RI,US,48067,MI,US
1412122694,56082,MN,US,46034,IN,US
1412122695,75229,TX,US,48067,MI,US
1412122696,44865,OH,US,43016,OH,US
1412122696,70592,LA,US,70555,LA,US
1412122698,71037,LA,US,47710,IN,US
1412122699,19148,PA,US,1462,MA,US
1412122699,39211,MS,US,NULL,NULL,NULL
1412122700,L3M 4Z3,ON,CA,59803,MT,US
1412122700,20164,VA,US,11214,NY,US
1412122701,96750,HI,US,98942,WA,US
1412122701,7760,NJ,US,1247,MA,US
1412122702,2,,AU,60645,IL,US
1412122703,33414,FL,US,22102,VA,US
1412122704,48066,MI,US,48067,MI,US
1412122704,1821,,US,45449,OH,US
1412122706,2119,MA,US,32714,FL,US
1412122706,11217,,US,NULL,NULL,NULL
1412122706,83704,ID,US,89031,NV,US
1412122706,L5M 0L5,ON,CA,92584,CA,US
1412122708,19438,,US,55313,MN,US
1412122710,85262,AZ,US,30004,GA,US
1412122710,32038,,US,29669,SC,US
1412122712,20901,,US,94517,CA,US
1412122712,29615,SC,US,62704,IL,US
1412122713,74137,OK,US,74137,OK,US
1412122713,90024,,US,90024,CA,US
1412122716,83870,,US,83702,ID,US
1412122717,43232,OH,US,43068,OH,US
1412122717,94501,,US,94110,CA,US
1412122717,85255,,US,92706,CA,US
1412122718,10804,NY,US,10465,NY,US
1412122718,70441,LA,US,70401,LA,US
1412122719,39401,MS,US,NULL,NULL,NULL
1412122722,T2R1J7,AB,CA,T1M1M8,AB,CA
1412122723,2,,AU,55313,MN,US
1412122723,78634,TX,US,22102,VA,US
1412122724,70115,,US,6511,CT,US
1412122726,37129,TN,US,22102,VA,US
1412122744,94568,CA,US,95148,CA,US
1412122745,92677,CA,US,84119,UT,US
1412122745,187 0032,Tokyo,JP,87571,NM,US
1412122745,76017,TX,US,48601,MI,US
1412122746,45325,OH,US,NULL,NULL,NULL
1412122748,P1A2N7,ON,CA,T8N 6R4,AB,CA
1412122749,94550,,US,95833,CA,US
1412122750,22207,VA,US,19102,PA,US
1412122751,49720,MI,US,2878,RI,US
1412122752,2132,MA,US,34481,FL,US
1412122752,V0B1G1,BC,CA,V0B1K0,BC,CA
1412122752,20774,MD,US,20602,MD,US
1412122753,59901,MT,US,98404,WA,US
1412122753,97708,OR,US,23608,VA,US
1412122754,94303,,US,94501,CA,US
1412122755,46203,IN,US,46205,IN,US
1412122755,13820,NY,US,46835,IN,US
1412122756,70508,LA,US,23454,VA,US
1412122757,V9L3K7,BC,CA,V0R 2W1,BC,CA
1412122757,52404,IA,US,52402,IA,US
1412122759,98033,,US,98115,WA,US
1412122759,90028,CA,US,91107,CA,US
1412122760,1588,MA,US,2035,MA,US
1412122760,44057,OH,US,44212,OH,US
1412122762,91202,CA,US,91107,CA,US
1412122764,23060,VA,US,23832,VA,US
1412122764,33496,FL,US,28607,NC,US
1412122764,85396,AZ,US,85048,AZ,US
1412122765,75077,,US,NULL,NULL,NULL
1412122765,30097,GA,US,NULL,NULL,NULL
1412122766,98338,WA,US,98409,WA,US
1412122767,21044,MD,US,28112,NC,US
1412122767,92832,CA,US,98501,WA,US
1412122769,85747,AZ,US,23462,VA,US
1412122770,20132,VA,US,22102,VA,US
1412122773,93063,CA,US,93065,CA,US
1412122775,73044,OK,US,73107,OK,US
1412122776,12110,NY,US,22102,VA,US
1412122777,75077,,US,55313,MN,US
1412122807,60123,,US,60143,IL,US
1412122809,33619,FL,US,13026,NY,US
1412122814,78028,,US,85602,AZ,US
1412122814,10549,NY,US,48067,MI,US
1412122814,22408,VA,US,22192,VA,US
1412122814,98532,WA,US,98589,WA,US
1412122815,47714,IN,US,NULL,NULL,NULL
1412122815,92648,CA,US,48067,MI,US
1412122815,8070,NJ,US,NULL,NULL,NULL
1412122815,48313,MI,US,48044,MI,US
1412122816,77007,TX,US,78230,TX,US
1412122817,72901,AR,US,72956,AR,US
1412122818,10075,NY,US,11233,NY,US
1412122819,53132,WI,US,44120,OH,US
1412122819,63105,MO,US,97220,OR,US
1412122820,85254,AZ,US,NULL,NULL,NULL
1412122820,83260,sonora,MX,85086,AZ,US
1412122821,33823,FL,US,92708,CA,US
1412122824,75229,TX,US,75229,TX,US
1412122824,21759,MD,US,21759,MD,US
1412122825,38676,MS,US,22102,VA,US
1412122826,85284,,US,20024,DC,US
1412122827,62052,IL,US,22102,VA,US
1412122827,30102,,US,45044,OH,US
1412122828,7506,NJ,US,80002,CO,US
1412122828,73859,OK,US,73012,OK,US
1412122829,43228,,US,43204,OH,US
1412122830,34472,FL,US,34470,FL,US
1412122830,1205,,CH,90024,CA,US
1412122831,78230,,US,NULL,NULL,NULL
1412122831,10312,NY,US,11209,NY,US
1412122832,98029,,US,98223,WA,US
1412122833,55445,MN,US,55080,MN,US
1412122834,R5H1R2,MB,CA,R2C3J3,MB,CA
1412122834,12871,NY,US,4090,ME,US
1412122835,92114,CA,US,NULL,NULL,NULL
1412122836,B0K1H0,NS,CA,B0K1H0,NS,CA
1412122838,21771,,US,15601,PA,US
1412122838,95035,CA,US,95148,CA,US
1412122839,19147,,US,19146,PA,US
1412122840,28345,,US,NULL,NULL,NULL
1412122841,7712,NJ,US,6776,CT,US
1412122842,85284,,US,55313,MN,US
1412122842,90631,CA,US,2038,MA,US
1412122845,83709,ID,US,83709,ID,US
1412122846,30102,,US,55313,MN,US
1412122846,32934,,US,32506,FL,US
1412122849,43228,,US,55313,MN,US
1412122866,14150,,US,14085,NY,US
1412122867,94114,CA,US,27610,NC,US
1412122869,94014,,US,92584,CA,US
1412122870,2129,MA,US,90291,CA,US
1412122874,76031,,US,75209,TX,US
1412122874,30180,GA,US,30087,GA,US
1412122874,90039,,US,48423,MI,US
1412122874,22030,VA,US,20152,VA,US
1412122875,97062,OR,US,97220,OR,US
1412122877,48823,MI,US,76088,TX,US
1412122877,10990,NY,US,76088,TX,US
1412122877,75234,TX,US,76088,TX,US
1412122878,49424,MI,US,49004,MI,US
1412122879,12866,NY,US,NULL,NULL,NULL
1412122880,80549,CO,US,76088,TX,US
1412122880,3903,ME,US,4090,ME,US
1412122881,30317,GA,US,76088,TX,US
1412122882,43566,OH,US,76088,TX,US
1412122883,12027,NY,US,12308,NY,US
1412122884,CW7 4BJ,,UK,76088,TX,US
1412122885,97212,,US,97217,OR,US
1412122885,47404,IN,US,76266,TX,US
1412122885,19406,PA,US,76088,TX,US
1412122886,90039,,US,55313,MN,US
1412122886,81625,,US,76442,TX,US
1412122889,V0B1G2,BC,CA,V0B1K0,BC,CA
1412122891,30721,GA,US,30705,GA,US
1412122893,L1V1T8,ON,CA,L1S 4T7,ON,CA
1412122895,85248,AZ,US,2113,MA,US
1412122896,34638,FL,US,33549,FL,US
1412122897,16630,PA,US,16438,PA,US
1412122898,97212,,US,55313,MN,US
1412122898,11223,NY,US,11223,NY,US
1412122898,40241,KY,US,6795,CT,US
1412122900,11758,NY,US,60510,IL,US
1412122900,60123,,US,60177,IL,US
1412122900,30067,GA,US,30062,GA,US
1412122901,21114,MD,US,20018,DC,US
1412122901,33324,FL,US,77042,TX,US
1412122902,63114,MO,US,31024,GA,US
1412122902,4330,ME,US,NULL,NULL,NULL
1412122903,91731,,US,92392,CA,US
1412122904,80401,,US,94043,CA,US
1412122904,12095,NY,US,22102,VA,US
1412122904,77479,,US,76109,TX,US
1412122904,92220,CA,US,86011,AZ,US
1412122906,20120,VA,US,22202,VA,US
1412122907,12567,,US,94541,CA,US
1412122909,46033,,US,46037,IN,US
1412122909,91730,CA,US,NULL,NULL,NULL
1412122911,34109,,US,93420,CA,US
1412122921,46033,,US,55313,MN,US
1412122926,75082,TX,US,75418,TX,US
1412122926,8003,NJ,US,8043,NJ,US
1412122926,92704,,US,92802,CA,US
1412122926,97202,,US,94110,CA,US
1412122926,53076,WI,US,53089,WI,US
1412122927,94513,CA,US,95363,CA,US
1412122929,95670,,US,95833,CA,US
1412122933,27612,NC,US,27606,NC,US
1412122933,7026,NJ,US,7621,NJ,US
1412122934,6074,CT,US,48067,MI,US
1412122934,98199,WA,US,48067,MI,US
1412122934,29579,SC,US,NULL,NULL,NULL
1412122934,62563,IL,US,77380,TX,US
1412122935,28314,NC,US,30224,GA,US
1412122936,60120,IL,US,60177,IL,US
1412122937,27909,NC,US,27713,NC,US
1412122937,32073,,US,32244,FL,US
1412122938,80108,CO,US,80521,CO,US
1412122938,85255,AZ,US,85379,AZ,US
1412122938,70301,LA,US,70301,LA,US
1412122939,1040,MA,US,80226,CO,US
1412122940,6066,CT,US,6010,CT,US
1412122941,60605,IL,US,NULL,NULL,NULL
1412122942,8085,NJ,US,NULL,NULL,NULL
1412122943,1602,,US,1540,MA,US
1412122946,1720,MA,US,64131,MO,US
1412122947,98003,WA,US,98003,WA,US
1412122947,43616,OH,US,80223,CO,US
1412122948,14227,NY,US,14004,NY,US
1412122948,17603,PA,US,17603,PA,US
1412122949,75442,TX,US,8723,NJ,US
1412122950,32073,,US,55313,MN,US
1412122950,S0K2A0,SK,CA,S0K 4S1,SK,CA
1412122950,46013,IN,US,46214,IN,US
1412122951,10010,NY,US,NULL,NULL,NULL
1412122952,30076,GA,US,30005,GA,US
1412122955,92020,CA,US,76179,TX,US
1412122956,1602,,US,55313,MN,US
1412122957,27612,NC,US,78701,TX,US
1412122958,63301,MO,US,93611,CA,US
